ko:K14021	hsa:578
ko:K04248	hsa:3973
ko:K04249	hsa:7253
ko:K04009	hsa:719
ko:K04010	hsa:728
ko:K04011	hsa:1378
ko:K04012	hsa:1380
ko:K03841	hsa:2203
ko:K04216	hsa:4987
ko:K04217	hsa:6751
ko:K04218	hsa:6752
ko:K04219	hsa:6753
ko:K04220	hsa:6754
ko:K04221	hsa:6755
ko:K04222	hsa:6869
ko:K04223	hsa:6865
ko:K04224	hsa:6870
ko:K04228	hsa:554
ko:K04226	hsa:552
ko:K04227	hsa:553
ko:K04229	hsa:5021
ko:K04231	hsa:8811
ko:K04232	hsa:8484
ko:K04230	hsa:2587
ko:K04235	hsa:2151
ko:K04237	hsa:56288
ko:K04234	hsa:2150
ko:K00222	hsa:7108
ko:K02377	hsa:7264
ko:K00876	hsa:83549
ko:K00637	hsa:8435
ko:K00649	hsa:8443
ko:K01197	hsa:8692
ko:K00968	hsa:9468
ko:K07372	hsa:2697
ko:K07373	hsa:57369
ko:K07374	hsa:7277
ko:K07374	hsa:7278
ko:K07374	hsa:7846
ko:K07374	hsa:84790
ko:K07374	hsa:51807
ko:K07375	hsa:81027
ko:K07375	hsa:7280
ko:K07375	hsa:10381
ko:K07375	hsa:10382
ko:K00357	hsa:5860
ko:K03781	hsa:847
ko:K08524	hsa:6256
ko:K10576	hsa:7328
ko:K08525	hsa:6257
ko:K08526	hsa:6258
ko:K08550	hsa:2099
ko:K08551	hsa:2100
ko:K05444	hsa:29949
ko:K05445	hsa:50616
ko:K05446	hsa:55801
ko:K05447	hsa:282618
ko:K05448	hsa:7422
ko:K05426	hsa:51561
ko:K05427	hsa:1437
ko:K05428	hsa:3567
ko:K05429	hsa:3558
ko:K05430	hsa:3565
ko:K05435	hsa:3596
ko:K05431	hsa:3574
ko:K05432	hsa:3578
ko:K05433	hsa:3600
ko:K04251	hsa:5956
ko:K04251	hsa:2652
ko:K04252	hsa:611
ko:K04253	hsa:10692
ko:K04254	hsa:5995
ko:K04255	hsa:94233
ko:K04256	hsa:23596
ko:K04257	hsa:8387
ko:K04257	hsa:8388
ko:K04257	hsa:4991
ko:K04257	hsa:8386
ko:K04257	hsa:8390
ko:K04257	hsa:8383
ko:K04257	hsa:26189
ko:K04257	hsa:26707
ko:K04257	hsa:79541
ko:K04257	hsa:4993
ko:K04257	hsa:26211
ko:K04257	hsa:26692
ko:K04257	hsa:4994
ko:K04257	hsa:4995
ko:K04257	hsa:8392
ko:K04257	hsa:10798
ko:K04257	hsa:81696
ko:K04257	hsa:8590
ko:K04257	hsa:26333
ko:K04257	hsa:26659
ko:K04257	hsa:26539
ko:K04257	hsa:26538
ko:K04257	hsa:26532
ko:K04257	hsa:26476
ko:K04257	hsa:26531
ko:K04257	hsa:26529
ko:K04257	hsa:81797
ko:K04257	hsa:81285
ko:K04257	hsa:23538
ko:K04257	hsa:79339
ko:K04257	hsa:79345
ko:K00699	hsa:10941
ko:K11345	hsa:84289
ko:K10161	hsa:54106
ko:K06087	hsa:1364
ko:K06087	hsa:1365
ko:K06087	hsa:1366
ko:K06087	hsa:149461
ko:K03792	hsa:10402
ko:K01191	hsa:4123
ko:K02126	hsa:4508
ko:K20705	hsa:23268
ko:K03250	hsa:3646
ko:K08675	hsa:9361
ko:K01024	hsa:9957
ko:K07808	hsa:9956
ko:K01172	hsa:122665
ko:K04257	hsa:283694
ko:K03127	hsa:6884
ko:K03144	hsa:2968
ko:K03120	hsa:387332
ko:K04257	hsa:441608
ko:K04257	hsa:441639
ko:K03129	hsa:6875
ko:K06448	hsa:909
ko:K06448	hsa:910
ko:K04257	hsa:441669
ko:K04257	hsa:441670
ko:K04257	hsa:441933
ko:K04257	hsa:284521
ko:K06065	hsa:9612
ko:K06054	hsa:3280
ko:K06066	hsa:9541
ko:K06082	hsa:9855
ko:K06084	hsa:4008
ko:K06085	hsa:117178
ko:K06086	hsa:10580
ko:K05694	hsa:5787
ko:K05695	hsa:5792
ko:K06124	hsa:162466
ko:K06128	hsa:10434
ko:K04137	hsa:146
ko:K07809	hsa:9953
ko:K07809	hsa:9955
ko:K02514	hsa:9394
ko:K04135	hsa:148
ko:K01749	hsa:3145
ko:K03766	hsa:84002
ko:K05917	hsa:1595
ko:K05305	hsa:197258
ko:K05925	hsa:56339
ko:K01530	hsa:57194
ko:K01265	hsa:23173
ko:K01897	hsa:23305
ko:K01251	hsa:23382
ko:K03691	hsa:23509
ko:K00261	hsa:2747
ko:K00629	hsa:57678
ko:K05948	hsa:4242
ko:K06027	hsa:4905
ko:K01099	hsa:4952
ko:K06002	hsa:5222
ko:K00927	hsa:5232
ko:K19832	hsa:84273
ko:K06130	hsa:11313
ko:K06129	hsa:23659
ko:K05696	hsa:5770
ko:K05697	hsa:5777
ko:K05698	hsa:5795
ko:K05701	hsa:7082
ko:K05702	hsa:4301
ko:K05704	hsa:6714
ko:K05705	hsa:7525
ko:K05706	hsa:6591
ko:K05707	hsa:6615
ko:K06125	hsa:27235
ko:K06126	hsa:51004
ko:K06134	hsa:10229
ko:K06087	hsa:10686
ko:K09061	hsa:6936
ko:K06751	hsa:3105
ko:K06751	hsa:3106
ko:K06751	hsa:3107
ko:K06751	hsa:3134
ko:K06751	hsa:3135
ko:K06751	hsa:3133
ko:K06767	hsa:1826
ko:K06769	hsa:7087
ko:K06770	hsa:4359
ko:K06771	hsa:4099
ko:K06772	hsa:4045
ko:K06773	hsa:4978
ko:K06773	hsa:402665
ko:K06774	hsa:50863
ko:K06775	hsa:257194
ko:K06776	hsa:5796
ko:K06777	hsa:5789
ko:K06778	hsa:5802
ko:K00308	hsa:196743
ko:K06752	hsa:3108
ko:K06752	hsa:3109
ko:K06752	hsa:3111
ko:K06752	hsa:3112
ko:K06752	hsa:3113
ko:K06752	hsa:3115
ko:K06752	hsa:3117
ko:K06752	hsa:3118
ko:K06752	hsa:3119
ko:K06752	hsa:3122
ko:K06752	hsa:3123
ko:K06752	hsa:3125
ko:K06752	hsa:3126
ko:K06752	hsa:3127
ko:K01530	hsa:148229
ko:K06753	hsa:6091
ko:K06754	hsa:6092
ko:K06755	hsa:64221
ko:K05607	hsa:549
ko:K06756	hsa:4897
ko:K06758	hsa:10752
ko:K06759	hsa:1272
ko:K06225	hsa:5727
ko:K06226	hsa:6608
ko:K06229	hsa:51684
ko:K06230	hsa:2737
ko:K06234	hsa:51715
ko:K06235	hsa:7546
ko:K06232	hsa:2619
ko:K06233	hsa:4036
ko:K06231	hsa:64399
ko:K06228	hsa:27148
ko:K00228	hsa:1371
ko:K06237	hsa:1284
ko:K06237	hsa:1286
ko:K06237	hsa:1288
ko:K06236	hsa:1277
ko:K06236	hsa:1278
ko:K24876	hsa:344022
ko:K10707	hsa:9217
ko:K06744	hsa:5133
ko:K06566	hsa:10581
ko:K06566	hsa:387733
ko:K07747	hsa:25825
ko:K06488	hsa:1043
ko:K06489	hsa:963
ko:K07752	hsa:1362
ko:K06479	hsa:962
ko:K03103	hsa:9562
ko:K02210	hsa:4176
ko:K06530	hsa:135228
ko:K06727	hsa:83416
ko:K07766	hsa:55190
ko:K03426	hsa:83594
ko:K08077	hsa:256281
ko:K07766	hsa:11165
ko:K07766	hsa:11163
ko:K02184	hsa:56776
ko:K10705	hsa:26330
ko:K02156	hsa:143689
ko:K02156	hsa:440822
ko:K02156	hsa:55124
ko:K02156	hsa:9271
ko:K02602	hsa:64506
ko:K07754	hsa:1735
ko:K07755	hsa:57412
ko:K01895	hsa:84532
ko:K08074	hsa:83440
ko:K02678	hsa:2113
ko:K03211	hsa:2120
ko:K03211	hsa:51513
ko:K05940	hsa:54677
ko:K06961	hsa:11103
ko:K06782	hsa:253559
ko:K06783	hsa:199731
ko:K06784	hsa:54538
ko:K06785	hsa:83700
ko:K06786	hsa:150084
ko:K06787	hsa:90952
ko:K06788	hsa:1525
ko:K06789	hsa:79827
ko:K06790	hsa:10223
ko:K06791	hsa:152404
ko:K06792	hsa:176
ko:K06793	hsa:1462
ko:K01067	hsa:134526
ko:K06854	hsa:7066
ko:K06794	hsa:1463
ko:K06795	hsa:63827
ko:K06796	hsa:1001
ko:K06797	hsa:1002
ko:K06798	hsa:1004
ko:K01672	hsa:377677
ko:K06799	hsa:1005
ko:K06800	hsa:1006
ko:K06801	hsa:1007
ko:K06802	hsa:1008
ko:K06803	hsa:1009
ko:K06804	hsa:1010
ko:K06805	hsa:1016
ko:K06806	hsa:28513
ko:K03691	hsa:23275
ko:K06745	hsa:29126
ko:K06760	hsa:6900
ko:K06746	hsa:80381
ko:K06761	hsa:5067
ko:K06762	hsa:152330
ko:K06238	hsa:1291
ko:K06238	hsa:1292
ko:K06238	hsa:1293
ko:K06238	hsa:131873
ko:K04677	hsa:4091
ko:K04501	hsa:4089
ko:K00161	hsa:5161
ko:K06844	hsa:4917
ko:K01443	hsa:51005
ko:K04676	hsa:4086
ko:K03687	hsa:134266
ko:K01278	hsa:1803
ko:K09397	hsa:2297
ko:K09397	hsa:2298
ko:K09397	hsa:2306
ko:K09397	hsa:200350
ko:K09397	hsa:286380
ko:K09397	hsa:349334
ko:K09397	hsa:653404
ko:K09401	hsa:2299
ko:K09403	hsa:22887
ko:K08674	hsa:2191
ko:K06087	hsa:23562
ko:K06087	hsa:24146
ko:K06087	hsa:26285
ko:K06087	hsa:49861
ko:K06087	hsa:5010
ko:K06087	hsa:51208
ko:K06087	hsa:53842
ko:K06087	hsa:7122
ko:K06087	hsa:9071
ko:K06087	hsa:9073
ko:K06087	hsa:9074
ko:K06087	hsa:9075
ko:K06087	hsa:9076
ko:K06087	hsa:9080
ko:K02208	hsa:1024
ko:K02208	hsa:23097
ko:K06095	hsa:8777
ko:K06096	hsa:9218
ko:K06097	hsa:27134
ko:K06098	hsa:9414
ko:K06099	hsa:8531
ko:K06100	hsa:8189
ko:K06101	hsa:55870
ko:K06102	hsa:57530
ko:K06103	hsa:8573
ko:K06104	hsa:154810
ko:K06105	hsa:93643
ko:K06106	hsa:2017
ko:K06106	hsa:3059
ko:K06108	hsa:5865
ko:K06109	hsa:5872
ko:K06110	hsa:11336
ko:K06111	hsa:60412
ko:K06112	hsa:260425
ko:K06184	hsa:23
ko:K06185	hsa:10061
ko:K06158	hsa:55324
ko:K06107	hsa:2035
ko:K04373	hsa:6195
ko:K06170	hsa:55851
ko:K06171	hsa:23385
ko:K06172	hsa:51107
ko:K08144	hsa:11182
ko:K08145	hsa:29988
ko:K08146	hsa:56606
ko:K08147	hsa:81031
ko:K08148	hsa:66035
ko:K08149	hsa:154091
ko:K00412	hsa:4519
ko:K00413	hsa:1537
ko:K00414	hsa:7384
ko:K00415	hsa:7385
ko:K00416	hsa:7388
ko:K00417	hsa:7381
ko:K00418	hsa:27089
ko:K00420	hsa:10975
ko:K03901	hsa:2152
ko:K03902	hsa:2153
ko:K03899	hsa:2157
ko:K03906	hsa:2165
ko:K03917	hsa:2162
ko:K03898	hsa:3827
ko:K03900	hsa:7450
ko:K03908	hsa:5627
ko:K03907	hsa:7056
ko:K04006	hsa:1604
ko:K03909	hsa:7035
ko:K03911	hsa:462
ko:K03912	hsa:3053
ko:K03913	hsa:5104
ko:K03903	hsa:2243
ko:K03904	hsa:2244
ko:K03905	hsa:2266
ko:K03914	hsa:2149
ko:K03915	hsa:623
ko:K03916	hsa:624
ko:K01562	hsa:1733
ko:K06090	hsa:92359
ko:K06091	hsa:64398
ko:K03934	hsa:4719
ko:K03935	hsa:4720
ko:K03936	hsa:4722
ko:K03945	hsa:4694
ko:K03937	hsa:4724
ko:K03938	hsa:4725
ko:K03939	hsa:4726
ko:K03946	hsa:4695
ko:K03947	hsa:4696
ko:K03941	hsa:4728
ko:K03942	hsa:4723
ko:K03943	hsa:4729
ko:K03944	hsa:4731
ko:K03948	hsa:4697
ko:K03949	hsa:4698
ko:K03950	hsa:4700
ko:K03951	hsa:4701
ko:K03952	hsa:4702
ko:K03953	hsa:4704
ko:K03954	hsa:4705
ko:K03955	hsa:4706
ko:K03956	hsa:126328
ko:K03957	hsa:4707
ko:K03958	hsa:4708
ko:K03959	hsa:4709
ko:K03960	hsa:4710
ko:K03961	hsa:4711
ko:K03962	hsa:4712
ko:K03963	hsa:4713
ko:K03964	hsa:4714
ko:K03965	hsa:4715
ko:K03966	hsa:4716
ko:K03967	hsa:4717
ko:K03968	hsa:4718
ko:K02148	hsa:245973
ko:K02150	hsa:90423
ko:K03982	hsa:5054
ko:K03983	hsa:5345
ko:K03985	hsa:5329
ko:K03986	hsa:712
ko:K03987	hsa:713
ko:K03988	hsa:714
ko:K03990	hsa:718
ko:K03989	hsa:720
ko:K03989	hsa:721
ko:K03994	hsa:727
ko:K03995	hsa:729
ko:K03996	hsa:730
ko:K03997	hsa:731
ko:K03998	hsa:732
ko:K03999	hsa:733
ko:K04000	hsa:735
ko:K03991	hsa:4153
ko:K03992	hsa:5648
ko:K03993	hsa:10747
ko:K04001	hsa:710
ko:K04002	hsa:722
ko:K04003	hsa:725
ko:K19951	hsa:11138
ko:K19951	hsa:54885
ko:K06763	hsa:53942
ko:K06764	hsa:27255
ko:K06765	hsa:1630
ko:K06747	hsa:79679
ko:K06766	hsa:4756
ko:K06748	hsa:27181
ko:K06749	hsa:89790
ko:K06750	hsa:114132
ko:K03783	hsa:4860
ko:K02125	hsa:4509
ko:K02520	hsa:219402
ko:K03842	hsa:56052
ko:K03843	hsa:85365
ko:K03845	hsa:10195
ko:K03847	hsa:79087
ko:K03848	hsa:29929
ko:K03849	hsa:79053
ko:K03850	hsa:84920
ko:K04161	hsa:3361
ko:K04162	hsa:3362
ko:K04163	hsa:3363
ko:K04138	hsa:150
ko:K04140	hsa:152
ko:K04139	hsa:151
ko:K04141	hsa:153
ko:K04142	hsa:154
ko:K04143	hsa:155
ko:K04144	hsa:1812
ko:K05840	hsa:1816
ko:K04145	hsa:1813
ko:K04146	hsa:1814
ko:K04147	hsa:1815
ko:K01623	hsa:230
ko:K04136	hsa:147
ko:K01641	hsa:3157
ko:K04149	hsa:3269
ko:K04150	hsa:3274
ko:K04151	hsa:11255
ko:K04152	hsa:59340
ko:K04153	hsa:3350
ko:K04157	hsa:3356
ko:K04160	hsa:3360
ko:K03869	hsa:8452
ko:K03875	hsa:6502
ko:K03857	hsa:5277
ko:K03858	hsa:5283
ko:K03859	hsa:5279
ko:K03860	hsa:9091
ko:K03861	hsa:51227
ko:K00597	hsa:4552
ko:K01528	hsa:1759
ko:K00719	hsa:8706
ko:K03354	hsa:51434
ko:K03877	hsa:10317
ko:K03926	hsa:51596
ko:K03880	hsa:4537
ko:K03878	hsa:4535
ko:K03884	hsa:4541
ko:K03882	hsa:4539
ko:K03883	hsa:4540
ko:K03879	hsa:4536
ko:K03881	hsa:4538
ko:K00236	hsa:6391
ko:K00237	hsa:6392
ko:K00234	hsa:6389
ko:K00235	hsa:6390
ko:K00411	hsa:7386
ko:K09407	hsa:3344
ko:K09407	hsa:1112
ko:K09407	hsa:121643
ko:K09409	hsa:93986
ko:K09410	hsa:94234
ko:K09397	hsa:27022
ko:K02331	hsa:10514
ko:K19572	hsa:51816
ko:K10149	hsa:8626
ko:K09403	hsa:55810
ko:K09398	hsa:2301
ko:K09398	hsa:2304
ko:K09412	hsa:2307
ko:K09395	hsa:442425
ko:K09395	hsa:27023
ko:K09405	hsa:2300
ko:K09405	hsa:668
ko:K12302	hsa:57084
ko:K11346	hsa:51147
ko:K09228	hsa:147949
ko:K09228	hsa:148156
ko:K09228	hsa:148198
ko:K09228	hsa:148254
ko:K09228	hsa:148266
ko:K09228	hsa:148268
ko:K09228	hsa:152687
ko:K09228	hsa:155054
ko:K09228	hsa:155061
ko:K09228	hsa:158431
ko:K09228	hsa:162655
ko:K09228	hsa:162962
ko:K09228	hsa:162963
ko:K09228	hsa:162967
ko:K09228	hsa:162972
ko:K09228	hsa:162993
ko:K09228	hsa:163049
ko:K09228	hsa:163050
ko:K09228	hsa:163051
ko:K09228	hsa:163059
ko:K10733	hsa:51659
ko:K10734	hsa:64785
ko:K10250	hsa:79993
ko:K10247	hsa:64834
ko:K10248	hsa:83401
ko:K09307	hsa:3217
ko:K09308	hsa:3218
ko:K09308	hsa:3224
ko:K09308	hsa:3234
ko:K09310	hsa:219409
ko:K09309	hsa:390010
ko:K09140	hsa:115939
ko:K09228	hsa:163087
ko:K09228	hsa:163131
ko:K09228	hsa:163227
ko:K09228	hsa:163255
ko:K09228	hsa:169270
ko:K09228	hsa:169841
ko:K09228	hsa:170959
ko:K09228	hsa:171392
ko:K09228	hsa:199692
ko:K09228	hsa:201514
ko:K09228	hsa:219749
ko:K09228	hsa:22835
ko:K09228	hsa:22869
ko:K09228	hsa:253639
ko:K09228	hsa:255403
ko:K09228	hsa:256051
ko:K09228	hsa:25799
ko:K09228	hsa:25888
ko:K09228	hsa:26149
ko:K09228	hsa:26152
ko:K09228	hsa:26974
ko:K09228	hsa:27153
ko:K09228	hsa:27300
ko:K09228	hsa:282890
ko:K09228	hsa:284306
ko:K09228	hsa:284307
ko:K09228	hsa:284370
ko:K09228	hsa:284390
ko:K09228	hsa:284406
ko:K09228	hsa:284459
ko:K08778	hsa:431705
ko:K08779	hsa:1357
ko:K08780	hsa:1359
ko:K08781	hsa:93979
ko:K08782	hsa:57094
ko:K08638	hsa:56265
ko:K03671	hsa:7295
ko:K08568	hsa:1522
ko:K09228	hsa:10172
ko:K09228	hsa:10224
ko:K09228	hsa:10308
ko:K09228	hsa:10520
ko:K09228	hsa:10780
ko:K09228	hsa:10793
ko:K09228	hsa:10794
ko:K09228	hsa:10795
ko:K09228	hsa:10838
ko:K09228	hsa:113835
ko:K09228	hsa:114026
ko:K09228	hsa:115196
ko:K09228	hsa:115509
ko:K09228	hsa:117608
ko:K09228	hsa:121274
ko:K09228	hsa:125893
ko:K09228	hsa:125919
ko:K09228	hsa:126017
ko:K08784	hsa:5654
ko:K08786	hsa:203100
ko:K08785	hsa:94031
ko:K09329	hsa:5396
ko:K01527	hsa:689
ko:K08788	hsa:1760
ko:K09329	hsa:51450
ko:K09326	hsa:5013
ko:K09330	hsa:401
ko:K09330	hsa:8929
ko:K09331	hsa:6473
ko:K09331	hsa:6474
ko:K09332	hsa:30062
ko:K04373	hsa:6196
ko:K04373	hsa:27330
ko:K09313	hsa:1523
ko:K09313	hsa:23316
ko:K09314	hsa:1750
ko:K09314	hsa:1748
ko:K09314	hsa:1745
ko:K08956	hsa:10939
ko:K09315	hsa:1747
ko:K09341	hsa:4487
ko:K09341	hsa:4488
ko:K09333	hsa:84839
ko:K09337	hsa:1406
ko:K09334	hsa:8092
ko:K09336	hsa:338917
ko:K09335	hsa:30813
ko:K01027	hsa:5019
ko:K09312	hsa:1044
ko:K09312	hsa:1046
ko:K09317	hsa:2016
ko:K08663	hsa:3003
ko:K08649	hsa:3004
ko:K01329	hsa:1215
ko:K08670	hsa:6768
ko:K06047	hsa:150465
ko:K08614	hsa:10863
ko:K08615	hsa:11085
ko:K08616	hsa:80332
ko:K08617	hsa:9510
ko:K09299	hsa:6935
ko:K09317	hsa:2018
ko:K09318	hsa:11023
ko:K09318	hsa:25806
ko:K09319	hsa:2019
ko:K09319	hsa:2020
ko:K09320	hsa:2128
ko:K09320	hsa:344191
ko:K09356	hsa:5307
ko:K09357	hsa:5309
ko:K09360	hsa:56751
ko:K09360	hsa:343472
ko:K09361	hsa:8538
ko:K09361	hsa:56033
ko:K09228	hsa:7559
ko:K09228	hsa:7561
ko:K09228	hsa:7562
ko:K09228	hsa:7565
ko:K09228	hsa:7567
ko:K09228	hsa:7568
ko:K09228	hsa:7569
ko:K09228	hsa:7574
ko:K09228	hsa:7581
ko:K09228	hsa:7582
ko:K09228	hsa:7587
ko:K09228	hsa:7592
ko:K09228	hsa:7594
ko:K09228	hsa:7596
ko:K09228	hsa:7633
ko:K09228	hsa:7637
ko:K09228	hsa:7638
ko:K09228	hsa:7639
ko:K09228	hsa:7644
ko:K09228	hsa:7652
ko:K09228	hsa:7673
ko:K09228	hsa:7678
ko:K09228	hsa:7691
ko:K09228	hsa:7692
ko:K09228	hsa:7694
ko:K09228	hsa:7695
ko:K09228	hsa:7699
ko:K09228	hsa:7700
ko:K09228	hsa:7710
ko:K09228	hsa:7711
ko:K09228	hsa:7712
ko:K09228	hsa:7728
ko:K09228	hsa:7730
ko:K09228	hsa:7733
ko:K09228	hsa:7738
ko:K09228	hsa:7743
ko:K09228	hsa:7748
ko:K09228	hsa:7755
ko:K09228	hsa:7757
ko:K09228	hsa:7761
ko:K09228	hsa:7766
ko:K09228	hsa:7767
ko:K09228	hsa:7768
ko:K09228	hsa:7769
ko:K09228	hsa:7770
ko:K09228	hsa:7771
ko:K09228	hsa:7772
ko:K09228	hsa:7773
ko:K09228	hsa:79088
ko:K09228	hsa:79175
ko:K09228	hsa:79230
ko:K09228	hsa:79744
ko:K09228	hsa:79788
ko:K09228	hsa:79818
ko:K09228	hsa:79862
ko:K09228	hsa:7988
ko:K09228	hsa:79891
ko:K09228	hsa:79898
ko:K09228	hsa:79973
ko:K09228	hsa:80032
ko:K09228	hsa:80095
ko:K09228	hsa:80110
ko:K09228	hsa:80264
ko:K09228	hsa:80778
ko:K09228	hsa:80818
ko:K09228	hsa:81856
ko:K09228	hsa:81931
ko:K09228	hsa:8427
ko:K09228	hsa:84436
ko:K09228	hsa:84449
ko:K09228	hsa:84503
ko:K09228	hsa:84527
ko:K09228	hsa:84671
ko:K09228	hsa:84765
ko:K09228	hsa:84775
ko:K09228	hsa:84874
ko:K09228	hsa:84911
ko:K09228	hsa:84914
ko:K09228	hsa:84924
ko:K09228	hsa:90233
ko:K09228	hsa:90317
ko:K09228	hsa:90321
ko:K09228	hsa:90333
ko:K09228	hsa:90338
ko:K09228	hsa:90576
ko:K09228	hsa:90592
ko:K09228	hsa:90594
ko:K09228	hsa:90649
ko:K09228	hsa:90827
ko:K09228	hsa:91120
ko:K09228	hsa:91661
ko:K09228	hsa:91975
ko:K09228	hsa:92283
ko:K09228	hsa:92285
ko:K09228	hsa:92595
ko:K09228	hsa:9310
ko:K09228	hsa:93474
ko:K09228	hsa:94039
ko:K09228	hsa:9534
ko:K09228	hsa:9668
ko:K09363	hsa:5449
ko:K09364	hsa:5451
ko:K09364	hsa:5452
ko:K09364	hsa:25833
ko:K09365	hsa:5454
ko:K09365	hsa:5453
ko:K09365	hsa:5456
ko:K09365	hsa:5455
ko:K09366	hsa:5457
ko:K09366	hsa:5458
ko:K09366	hsa:5459
ko:K09367	hsa:5460
ko:K09368	hsa:5463
ko:K09368	hsa:11281
ko:K09271	hsa:6665
ko:K09271	hsa:11063
ko:K09272	hsa:6749
ko:K09273	hsa:7343
ko:K09275	hsa:7024
ko:K09275	hsa:7342
ko:K09275	hsa:29842
ko:K09275	hsa:29841
ko:K08776	hsa:9520
ko:K09228	hsa:163071
ko:K09142	hsa:51490
ko:K09310	hsa:170825
ko:K09750	hsa:339967
ko:K09751	hsa:132724
ko:K09752	hsa:389208
ko:K01824	hsa:10682
ko:K09228	hsa:126070
ko:K09228	hsa:126295
ko:K09228	hsa:127396
ko:K09228	hsa:136051
ko:K09228	hsa:139735
ko:K09228	hsa:140612
ko:K09228	hsa:146198
ko:K09228	hsa:146434
ko:K09228	hsa:146540
ko:K09228	hsa:147657
ko:K09228	hsa:147658
ko:K09228	hsa:147686
ko:K09228	hsa:147687
ko:K09228	hsa:147694
ko:K09228	hsa:147741
ko:K09228	hsa:147837
ko:K09228	hsa:147923
ko:K09228	hsa:147929
ko:K09228	hsa:147948
ko:K09327	hsa:5626
ko:K09328	hsa:340260
ko:K09377	hsa:1465
ko:K09377	hsa:1466
ko:K09378	hsa:463
ko:K09380	hsa:79776
ko:K10569	hsa:55247
ko:K15323	hsa:79042
ko:K06062	hsa:8850
ko:K03850	hsa:144245
ko:K10773	hsa:4913
ko:K08746	hsa:11001
ko:K08760	hsa:337
ko:K08761	hsa:5360
ko:K08657	hsa:55617
ko:K08648	hsa:3026
ko:K09852	hsa:283349
ko:K11347	hsa:79960
ko:K09850	hsa:11186
ko:K09851	hsa:9770
ko:K09855	hsa:8045
ko:K08842	hsa:10420
ko:K08843	hsa:79705
ko:K08844	hsa:120892
ko:K08845	hsa:369
ko:K08846	hsa:8767
ko:K08847	hsa:11035
ko:K08848	hsa:54101
ko:K08849	hsa:197259
ko:K08851	hsa:112858
ko:K08794	hsa:57118
ko:K08794	hsa:57172
ko:K08794	hsa:8536
ko:K08795	hsa:139728
ko:K09253	hsa:5971
ko:K09254	hsa:5966
ko:K08882	hsa:10155
ko:K08883	hsa:51592
ko:K08885	hsa:8711
ko:K08854	hsa:55589
ko:K08855	hsa:2580
ko:K08856	hsa:8576
ko:K08857	hsa:341676
ko:K08857	hsa:4750
ko:K08868	hsa:115701
ko:K08859	hsa:140901
ko:K08793	hsa:202374
ko:K08793	hsa:282974
ko:K08793	hsa:55351
ko:K09876	hsa:360
ko:K09877	hsa:366
ko:K09288	hsa:8030
ko:K09289	hsa:8031
ko:K09290	hsa:7170
ko:K09291	hsa:7175
ko:K08852	hsa:2081
ko:K08853	hsa:22848
ko:K08725	hsa:434
ko:K10848	hsa:2072
ko:K08958	hsa:1455
ko:K08958	hsa:1456
ko:K08958	hsa:53944
ko:K08959	hsa:1453
ko:K08960	hsa:1454
ko:K08889	hsa:2241
ko:K08890	hsa:640
ko:K08891	hsa:2268
ko:K08892	hsa:2444
ko:K08893	hsa:3055
ko:K08894	hsa:5753
ko:K08895	hsa:6725
ko:K08896	hsa:660
ko:K06013	hsa:10269
ko:K05107	hsa:285220
ko:K08897	hsa:284656
ko:K09878	hsa:89872
ko:K08886	hsa:10188
ko:K08887	hsa:27
ko:K08658	hsa:9986
ko:K08874	hsa:8295
ko:K08875	hsa:29959
ko:K08875	hsa:340371
ko:K08876	hsa:57410
ko:K07441	hsa:199857
ko:K08898	hsa:22853
ko:K08899	hsa:114783
ko:K08877	hsa:127933
ko:K08878	hsa:613
ko:K08879	hsa:26353
ko:K08880	hsa:8859
ko:K08881	hsa:8805
ko:K08653	hsa:8720
ko:K09529	hsa:23234
ko:K08729	hsa:9791
ko:K09292	hsa:10342
ko:K09293	hsa:7849
ko:K09530	hsa:54431
ko:K09531	hsa:55735
ko:K09532	hsa:56521
ko:K08841	hsa:7016
ko:K08991	hsa:80198
ko:K08865	hsa:55872
ko:K08867	hsa:65125
ko:K08867	hsa:65266
ko:K08867	hsa:65267
ko:K08867	hsa:65268
ko:K10841	hsa:2074
ko:K09533	hsa:23317
ko:K09534	hsa:85406
ko:K09535	hsa:29103
ko:K09536	hsa:23341
ko:K06728	hsa:22914
ko:K06729	hsa:5738
ko:K06730	hsa:93185
ko:K06731	hsa:684
ko:K06732	hsa:64866
ko:K06733	hsa:57823
ko:K06734	hsa:51293
ko:K06089	hsa:50848
ko:K06736	hsa:1000
ko:K06735	hsa:58494
ko:K06737	hsa:4072
ko:K06738	hsa:946
ko:K06739	hsa:27036
ko:K06740	hsa:27180
ko:K06741	hsa:9437
ko:K06742	hsa:9436
ko:K00939	hsa:122481
ko:K06743	hsa:259197
ko:K07767	hsa:84056
ko:K06563	hsa:10332
ko:K06563	hsa:30835
ko:K07767	hsa:11104
ko:K00016	hsa:160287
ko:K06725	hsa:3903
ko:K06725	hsa:3904
ko:K06719	hsa:10871
ko:K06719	hsa:11314
ko:K06712	hsa:10384
ko:K06712	hsa:10385
ko:K06712	hsa:11118
ko:K06712	hsa:11119
ko:K06712	hsa:11120
ko:K06712	hsa:114625
ko:K06712	hsa:153579
ko:K06712	hsa:696
ko:K06717	hsa:420
ko:K06716	hsa:417
ko:K01081	hsa:22978
ko:K08797	hsa:30811
ko:K08798	hsa:2011
ko:K08798	hsa:4139
ko:K08798	hsa:4140
ko:K08798	hsa:57787
