reaction_id,reaction_equation,dil_test_in_v12
MAR04611,ATP [c] + thioredoxin [c] --> dATP [c] + H2O [c] + oxidized thioredoxin [c],ok
MAR04612,ADP [c] + thioredoxin [c] --> dADP [c] + H2O [c] + oxidized thioredoxin [c],ok
MAR04614,GTP [c] + thioredoxin [c] --> dGTP [c] + H2O [c] + oxidized thioredoxin [c],ok
MAR04615,GDP [c] + thioredoxin [c] --> dGDP [c] + H2O [c] + oxidized thioredoxin [c],ok
MAR04617,CTP [c] + thioredoxin [c] --> dCTP [c] + H2O [c] + oxidized thioredoxin [c],ok
MAR04618,thioredoxin [c] + UTP [c] --> dUTP [c] + H2O [c] + oxidized thioredoxin [c],ok
MAR04619,CDP [c] + thioredoxin [c] --> dCDP [c] + H2O [c] + oxidized thioredoxin [c],ok
MAR04621,thioredoxin [c] + UDP [c] --> dUDP [c] + H2O [c] + oxidized thioredoxin [c],ok
MAR04632,dAMP [c] + H2O [c] --> deoxyadenosine [c] + Pi [c],ok
MAR04646,H2O [c] + NAD+ [c] + xanthine [c] --> H+ [c] + NADH [c] + urate [c],ok
MAR04648,H2O [x] + NAD+ [x] + xanthine [x] --> H+ [x] + NADH [x] + urate [x],ok
MAR04649,H2O [c] + O2 [c] + xanthine [c] --> H2O2 [c] + urate [c],ok
MAR04650,H2O [x] + O2 [x] + xanthine [x] --> H2O2 [x] + urate [x],ok
MAR04651,guanosine [c] + Pi [c] <=> guanine [c] + ribose-1-phosphate [c],ok
MAR04663,Pi [c] + xanthosine [c] <=> ribose-1-phosphate [c] + xanthine [c],ok
MAR04664,PRPP [c] + xanthine [c] --> PPi [c] + xanthosine-5-phosphate [c],ok
MAR04694,deoxyadenosine [c] + H2O [c] --> deoxyinosine [c] + NH3 [c],ok
MAR04695,2-deoxy-D-ribose-1-phosphate [c] + adenine [c] <=> deoxyadenosine [c] + Pi [c],ok
MAR04705,H2O [c] + xanthosine-5-phosphate [c] --> Pi [c] + xanthosine [c],ok
MAR04709,2-deoxy-D-ribose-1-phosphate [c] + hypoxanthine [c] <=> deoxyinosine [c] + Pi [c],ok
MAR04799,5-phosphoribosylamine [c] + ATP [c] + glycine [c] --> ADP [c] + GAR [c] + H+ [c] + Pi [c],ok
MAR04802,5-phosphoribosylformylglycinamidine [c] + ATP [c] --> ADP [c] + AIR [c] + 2.0 H+ [c] + Pi [c],ok
MAR04804,5-phosphoribosyl-4-carboxy-5-aminoimidazole [c] + H+ [c] <=> AIR [c] + CO2 [c],ok
MAR04808,ATP [c] + glutamine [c] + H2O [c] + N-formyl-GAR [c] --> 5-phosphoribosylformylglycinamidine [c] + ADP [c] + glutamate [c] + H+ [c] + Pi [c],ok
MAR04810,5-phosphoribosyl-4-carboxy-5-aminoimidazole [c] + aspartate [c] + ATP [c] --> ADP [c] + H+ [c] + Pi [c] + SAICAR [c],ok
MAR04812,AICAR [c] + fumarate [c] <=> SAICAR [c],ok
MAR04814,10-formyl-THF [c] + AICAR [c] <=> FAICAR [c] + THF [c],ok
MAR05301,GTP [c] + uridine [c] --> GDP [c] + H+ [c] + UMP [c],ok
MAR05353,ADP [c] + dGDP [c] <=> ATP [c] + dGMP [c],ok
MAR06601,allantoate [c] + H2O [c] --> urea [c] + ureidoglycolate [c],always blocked
MAR06602,H2O2 [c] + urate [c] <=> alloxan [c] + 2.0 H+ [c] + urea [c],ok
MAR06603,H2O2 [e] + urate [e] <=> alloxan [e] + 2.0 H+ [e] + urea [e],ok
MAR06605,H2O [c] + urate radical [c] <=> hydroxide [c] + urate [c],ok
MAR06606,ascorbate [c] + urate radical [c] <=> monodehydroascorbate [c] + urate [c],MAM01368c;MAM02489c
MAR06607,H2O [c] + urate radical [c] <=> hydroxyl radical [c] + urate [c],ok
MAR06609,allantoin [c] + H2O [c] <=> allantoate [c] + H+ [c],always blocked
MAR06610,5-hydroxyisourate [c] + H2O [c] --> allantoin [c] + CO2 [c],ok
MAR06611,H2O [c] + O2 [c] + urate [c] <=> 5-hydroxyisourate [c] + H2O2 [c],ok
MAR07144,ADP-ribose [c] + H2O [c] --> AMP [c] + 2.0 H+ [c] + ribose-5-phosphate [c],ok
MAR08755,H2O [x] + hypoxanthine [x] + O2 [x] --> H2O2 [x] + xanthine [x],ok
MAR09797,adenine [c] + H2O [c] --> hypoxanthine [c] + NH3 [c],ok
MAR04016,ADP [c] + GTP [c] <=> ATP [c] + GDP [c],ok
MAR04018,ADP [m] + GTP [m] <=> ATP [m] + GDP [m],ok
MAR04044,ADP [c] + dATP [c] <=> ATP [c] + dADP [c],ok
MAR04291,ADP [c] + ITP [c] <=> ATP [c] + IDP [c],MAM02193c;MAM02161c
MAR04420,ADP [m] + dATP [m] --> ATP [m] + dADP [m],ok
MAR04570,ADP [c] + dGTP [c] <=> ATP [c] + dGDP [c],ok
MAR04572,ADP [m] + dGTP [m] --> ATP [m] + dGDP [m],ok
MAR04006,ADP [c] + UTP [c] <=> ATP [c] + UDP [c],ok
MAR04028,ADP [c] + CTP [c] <=> ATP [c] + CDP [c],ok
MAR04030,ADP [m] + CTP [m] <=> ATP [m] + CDP [m],ok
MAR04670,ADP [c] + dCTP [c] <=> ATP [c] + dCDP [c],ok
MAR04673,ADP [c] + dUTP [c] <=> ATP [c] + dUDP [c],ok
MAR04675,ATP [m] + dUDP [m] --> ADP [m] + dUTP [m],ok
MAR06614,dADP [c] + dTTP [c] <=> dATP [c] + dTDP [c],ok
MAR06615,dADP [m] + dTTP [m] <=> dATP [m] + dTDP [m],ok
MAR06616,dADP [n] + dTTP [n] <=> dATP [n] + dTDP [n],ok
MAR04635,ADP [c] + dTTP [c] <=> ATP [c] + dTDP [c],ok
MAR03793,2-methyl-3-oxopropanoate [m] + alanine [m] <=> D-3-amino-isobutanoate [m] + pyruvate [m],ok
MAR03931,H+ [c] + NADPH [c] + oxidized thioredoxin [c] --> NADP+ [c] + thioredoxin [c],ok
MAR03969,ITP [c] + uridine [c] --> H+ [c] + IDP [c] + UMP [c],MAM02193c;MAM02161c
MAR03970,H2O [c] + UMP [c] --> Pi [c] + uridine [c],ok
MAR04008,ADP [c] + UDP [c] <=> ATP [c] + UMP [c],ok
MAR04032,ATP [c] + NH3 [c] + UTP [c] --> ADP [c] + CTP [c] + H+ [c] + Pi [c],ok
MAR04034,2.0 ATP [c] + glutamine [c] + H2O [c] + HCO3- [c] --> 2.0 ADP [c] + carbamoyl-phosphate [c] + glutamate [c] + 2.0 H+ [c] + Pi [c],ok
MAR04036,H+ [c] + orotidine-5-phosphate [c] --> CO2 [c] + UMP [c],ok
MAR04050,H+ [c] + N-carbamoyl-L-aspartate [c] + Pi [c] <=> aspartate [c] + carbamoyl-phosphate [c],ok
MAR04056,dTMP [c] + H2O [c] --> Pi [c] + thymidine [c],ok
MAR04059,H2O [r] + UDP [r] --> H+ [r] + Pi [r] + UMP [r],ok
MAR04060,H2O [e] + UDP [e] --> H+ [e] + Pi [e] + UMP [e],ok
MAR04127,H2O [c] + UDP-glucose [c] --> glucose-1-phosphate [c] + 2.0 H+ [c] + UMP [c],ok
MAR04177,CMP [c] + H2O [c] --> cytidine [c] + Pi [c],ok
MAR04179,CMP [e] + H2O [e] --> cytidine [e] + Pi [e],ok
MAR04182,cytidine [c] + GTP [c] --> CMP [c] + GDP [c] + H+ [c],ok
MAR04183,CDP [e] + H2O [e] --> CMP [e] + H+ [e] + Pi [e],ok
MAR04192,CTP [e] + H2O [e] --> CDP [e] + H+ [e] + Pi [e],ok
MAR04194,ATP [c] + glutamine [c] + H2O [c] + UTP [c] --> ADP [c] + CTP [c] + glutamate [c] + 2.0 H+ [c] + Pi [c],ok
MAR04210,H+ [c] + PEP [c] + UDP [c] --> pyruvate [c] + UTP [c],ok
MAR04211,H2O [e] + UTP [e] --> H+ [e] + PPi [e] + UMP [e],ok
MAR04343,PRPP [c] + uracil [c] --> PPi [c] + UMP [c],ok
MAR04345,"5,6-Dihydrouracil [c] + NADP+ [c] <=> H+ [c] + NADPH [c] + uracil [c]",ok
MAR04346,"5,6-Dihydrouracil [c] + H2O [c] --> 3-ureidopropionate [c] + H+ [c]",ok
MAR04470,H+ [c] + NADH [c] + thymine [c] --> dihydrothymine [c] + NAD+ [c],ok
MAR04471,H+ [m] + NADH [m] + thymine [m] --> dihydrothymine [m] + NAD+ [m],ok
MAR04472,H+ [c] + NADPH [c] + thymine [c] --> dihydrothymine [c] + NADP+ [c],ok
MAR04484,dTMP [m] + H2O [m] --> Pi [m] + thymidine [m],ok
MAR04485,2-deoxy-D-ribose-1-phosphate [c] + thymine [c] <=> Pi [c] + thymidine [c],ok
MAR04510,dCMP [c] + H2O [c] --> deoxycytidine [c] + Pi [c],ok
MAR04512,ADP [c] + dCDP [c] <=> ATP [c] + dCMP [c],ok
MAR04513,ATP [c] + deoxycytidine [c] --> ADP [c] + dCMP [c] + H+ [c],ok
MAR04514,deoxycytidine [c] + H2O [c] --> deoxyuridine [c] + NH3 [c],ok
MAR04577,orotidine-5-phosphate [c] + PPi [c] <=> orotate [c] + PRPP [c],ok
MAR04579,Pi [c] + uridine [c] <=> ribose-1-phosphate [c] + uracil [c],ok
MAR04580,cytidine [c] + H2O [c] --> NH3 [c] + uridine [c],ok
MAR04608,(S)-dihydroorotate [c] + H2O [c] <=> H+ [c] + N-carbamoyl-L-aspartate [c],ok
MAR04575,(S)-dihydroorotate [c] + ubiquinone [m] <=> orotate [c] + ubiquinol [m],ok
MAR04637,ADP [c] + dTDP [c] <=> ATP [c] + dTMP [c],ok
MAR04642,dUMP [c] + H2O [c] --> deoxyuridine [c] + Pi [c],ok
MAR04643,dUTP [m] + H2O [m] --> dUMP [m] + H+ [m] + PPi [m],ok
MAR04644,"5,10-methylene-THF [c] + dUMP [c] <=> dihydrofolate [c] + dTMP [c]",ok
MAR04672,dCTP [c] + H2O [c] --> dUTP [c] + NH3 [c],ok
MAR04676,cytidine [c] + dUTP [c] --> CMP [c] + dUDP [c] + H+ [c],ok
MAR04736,dihydrothymine [c] + H2O [c] --> 3-ureidoisobutyrate [c] + H+ [c],ok
MAR04819,3-ureidoisobutyrate [c] + H+ [c] + H2O [c] --> CO2 [c] + D-3-amino-isobutanoate [c] + NH3 [c],ok
MAR05299,ATP [c] + uridine [c] --> ADP [c] + H+ [c] + UMP [c],ok
MAR05352,dUTP [c] + uridine [c] --> dUDP [c] + H+ [c] + UMP [c],ok
MAR05415,dADP [m] + H2O [m] + mitooxidized thioredoxin [m] --> ADP [m] + mitothioredoxin [m],always blocked
MAR05416,dGDP [m] + H2O [m] + mitooxidized thioredoxin [m] --> GDP [m] + mitothioredoxin [m],always blocked
MAR05417,H+ [m] + mitooxidized thioredoxin [m] + NADPH [m] --> mitothioredoxin [m] + NADP+ [m],always blocked
MAR06612,dADP [m] + dTDP [m] <=> dATP [m] + dTMP [m],ok
MAR06613,dADP [n] + dTDP [n] <=> dATP [n] + dTMP [n],ok
MAR06621,dUTP [m] + H2O [m] + oxidized thioredoxin [m] <=> thioredoxin [m] + UTP [m],ok
MAR06622,thioredoxin [n] + UTP [n] --> dUTP [n] + H2O [n] + oxidized thioredoxin [n],ok
MAR06623,deoxyuridine [c] + dGTP [c] --> dGDP [c] + dUMP [c] + H+ [c],ok
MAR06624,deoxyuridine [m] + dGTP [m] --> dGDP [m] + dUMP [m] + H+ [m],ok
MAR06627,dTDP [c] + H+ [c] + PEP [c] <=> dTTP [c] + pyruvate [c],ok
MAR07744,H2O [c] + pseudouridine-5-phosphate [c] <=> ribose-5-phosphate [c] + uracil [c],always blocked
MAR08072,2-deoxy-D-ribose-1-phosphate [c] + H2O [c] --> deoxyribose [c] + Pi [c],ok
MAR08637,cytosine [c] + H2O [c] --> NH3 [c] + uracil [c],ok
MAR03965,dUDP [c] + H2O [c] --> dUMP [c] + H+ [c] + Pi [c],ok
MAR03966,ATP [m] + H2O [m] --> AMP [m] + H+ [m] + PPi [m],ok
MAR03967,CDP [c] + GDP [c] <=> CMP [c] + GTP [c],ok
MAR03968,ADP [c] + dUDP [c] <=> ATP [c] + dUMP [c],ok
MAR03999,ADP [e] + H2O [e] --> AMP [e] + H+ [e] + Pi [e],ok
MAR04024,ADP [c] + CDP [c] <=> ATP [c] + CMP [c],ok
MAR04026,ADP [m] + CDP [m] <=> ATP [m] + CMP [m],ok
MAR04054,ATP [c] + thymidine [c] --> ADP [c] + dTMP [c] + H+ [c],ok
MAR04061,H2O [e] + UTP [e] --> H+ [e] + Pi [e] + UDP [e],ok
MAR04083,adenosine [m] + ATP [m] --> ADP [m] + AMP [m] + H+ [m],ok
MAR04136,GTP [e] + H2O [e] --> GDP [e] + H+ [e] + Pi [e],ok
MAR04180,ATP [c] + cytidine [c] --> ADP [c] + CMP [c] + H+ [c],ok
MAR04185,ATP [c] + H+ [c] + sulfate [c] --> adenylyl sulfate [c] + PPi [c],ok
MAR04186,adenylyl sulfate [c] + ATP [c] --> ADP [c] + H+ [c] + PAPS [c],ok
MAR04342,H2O [e] + IDP [e] --> H+ [e] + IMP [e] + Pi [e],always blocked
MAR04344,"5,6-Dihydrouracil [c] + NAD+ [c] <=> H+ [c] + NADH [c] + uracil [c]",ok
MAR04483,ATP [m] + thymidine [m] --> ADP [m] + dTMP [m] + H+ [m],ok
MAR04507,dCMP [c] + H2O [c] --> dUMP [c] + NH3 [c],ok
MAR04516,dCDP [c] + H2O [c] --> dCMP [c] + H+ [c] + Pi [c],ok
MAR04601,ATP [m] + deoxyguanosine [m] --> ADP [m] + dGMP [m] + H+ [m],ok
MAR04633,ATP [c] + deoxyadenosine [c] --> ADP [c] + dAMP [c] + H+ [c],ok
MAR04640,ATP [m] + dUMP [m] --> ADP [m] + dUDP [m],ok
MAR04641,ATP [c] + deoxyuridine [c] --> ADP [c] + dUMP [c] + H+ [c],ok
MAR04680,2-deoxy-D-ribose-1-phosphate [c] + uracil [c] <=> deoxyuridine [c] + Pi [c],ok
MAR04806,10-formyl-THF [c] + GAR [c] --> H+ [c] + N-formyl-GAR [c] + THF [c],ok
MAR05394,guanosine [c] + H2O [c] --> NH3 [c] + xanthosine [c],ok
MAR06625,ATP [m] + deoxyuridine [m] --> ADP [m] + dUMP [m] + H+ [m],ok
MAR06626,dUMP [m] + H2O [m] --> deoxyuridine [m] + Pi [m],ok
MAR07160,0.3 dATP [n] + 0.2 dCTP [n] + 0.2 dGTP [n] + 0.3 dTTP [n] --> DNA [n] + PPi [n],ok
MAR07161,0.18 ATP [n] + 0.3 CTP [n] + 0.34 GTP [n] + 0.18 UTP [n] --> PPi [n] + RNA [n],ok
MAR07162,Pi [c] + RNA [c] --> 0.18 ADP [c] + 0.3 CDP [c] + 0.34 GDP [c] + 0.18 UDP [c],ok
MAR07163,DNA [n] + H2O [n] --> 0.3 dAMP [n] + 0.2 dCMP [n] + 0.2 dGMP [n] + 0.3 dTMP [n] + H+ [n],ok
MAR07164,H2O [c] + RNA [c] --> 0.18 AMP [c] + 0.3 CMP [c] + 0.34 GMP [c] + H+ [c] + 0.18 UMP [c],ok
MAR07713,AMP [l] + H2O [l] --> adenosine [l] + Pi [l],ok
MAR07716,H2O [l] + UMP [l] --> Pi [l] + uridine [l],ok
MAR07717,H2O [m] + UMP [m] --> Pi [m] + uridine [m],ok
MAR07721,CMP [l] + H2O [l] --> cytidine [l] + Pi [l],ok
MAR07725,dTMP [l] + H2O [l] --> Pi [l] + thymidine [l],ok
MAR07728,GMP [l] + H2O [l] --> guanosine [l] + Pi [l],ok
MAR07800,ADP [c] + GDP [c] <=> AMP [c] + GTP [c],ok
MAR07801,ADP [m] + GDP [m] <=> AMP [m] + GTP [m],ok
MAR07802,2.0 dADP [c] <=> dAMP [c] + dATP [c],ok
MAR07863,CDP [c] + UDP [c] <=> CTP [c] + UMP [c],ok
MAR07864,CDP [n] + UDP [n] <=> CTP [n] + UMP [n],ok
MAR07865,2.0 UDP [c] <=> UMP [c] + UTP [c],ok
MAR07866,2.0 UDP [n] <=> UMP [n] + UTP [n],ok
MAR07867,GDP [c] + UDP [c] <=> GTP [c] + UMP [c],ok
MAR07868,GDP [n] + UDP [n] <=> GTP [n] + UMP [n],ok
MAR07869,dADP [c] + UDP [c] <=> dATP [c] + UMP [c],ok
MAR07870,dADP [n] + UDP [n] <=> dATP [n] + UMP [n],ok
MAR07871,dCDP [c] + UDP [c] <=> dCTP [c] + UMP [c],ok
MAR07872,dCDP [n] + UDP [n] <=> dCTP [n] + UMP [n],ok
MAR07873,dGDP [c] + UDP [c] <=> dGTP [c] + UMP [c],ok
MAR07874,dGDP [n] + UDP [n] <=> dGTP [n] + UMP [n],ok
MAR07875,ADP [m] + UDP [m] <=> ATP [m] + UMP [m],ok
MAR07876,ADP [n] + UDP [n] <=> ATP [n] + UMP [n],ok
MAR07878,ADP [c] + dITP [c] <=> ATP [c] + dIDP [c],MAM01714c;MAM01693c
MAR07879,dITP [c] + H2O [c] --> dIMP [c] + H+ [c] + PPi [c],always blocked
MAR07880,dIMP [c] + H2O [c] --> deoxyinosine [c] + Pi [c],always blocked
MAR07881,ADP [n] + dITP [n] <=> ATP [n] + dIDP [n],MAM01714n;MAM01693n
MAR07882,ADP [n] + GTP [n] <=> ATP [n] + GDP [n],ok
MAR07883,ADP [m] + UTP [m] <=> ATP [m] + UDP [m],ok
MAR07884,ADP [n] + UTP [n] <=> ATP [n] + UDP [n],ok
MAR07885,ADP [n] + CTP [n] <=> ATP [n] + CDP [n],ok
MAR07886,ADP [m] + dTTP [m] <=> ATP [m] + dTDP [m],ok
MAR07887,ADP [n] + dTTP [n] <=> ATP [n] + dTDP [n],ok
MAR07888,ADP [n] + dGTP [n] <=> ATP [n] + dGDP [n],ok
MAR07889,ADP [n] + dUTP [n] <=> ATP [n] + dUDP [n],ok
MAR07890,ADP [m] + dCTP [m] <=> ATP [m] + dCDP [m],ok
MAR07891,ADP [n] + dCTP [n] <=> ATP [n] + dCDP [n],ok
MAR07892,ADP [n] + dATP [n] <=> ATP [n] + dADP [n],ok
MAR07893,ADP [n] + ITP [n] <=> ATP [n] + IDP [n],MAM02193n;MAM02161n
MAR07894,ADP [m] + dITP [m] <=> ATP [m] + dIDP [m],always blocked
MAR07895,ADP [m] + ITP [m] <=> ATP [m] + IDP [m],always blocked
MAR08083,cGMP [n] + H2O [n] --> GMP [n] + H+ [n],ok
MAR08085,cGMP [g] + H2O [g] --> GMP [g] + H+ [g],ok
MAR08087,cAMP [g] + H2O [g] --> AMP [g] + H+ [g],ok
MAR08443,ADP-glucose [c] + H2O [c] --> AMP [c] + glucose-1-phosphate [c] + 2.0 H+ [c],ok
MAR08444,ADP-mannose [c] + H2O [c] --> AMP [c] + 2.0 H+ [c] + mannose-1-phosphate [c],ok
MAR08445,ATP [m] + cytidine [m] --> ADP [m] + CMP [m] + H+ [m],ok
MAR08446,cytidine [n] + H2O [n] --> NH3 [n] + uridine [n],ok
MAR08448,CDP [c] + dGDP [c] <=> CMP [c] + dGTP [c],ok
MAR08449,CDP [n] + dGDP [n] <=> CMP [n] + dGTP [n],ok
MAR08450,dCDP [c] + dGDP [c] <=> dCMP [c] + dGTP [c],ok
MAR08451,dCDP [n] + dGDP [n] <=> dCMP [n] + dGTP [n],ok
MAR08452,2.0 dCDP [c] <=> dCMP [c] + dCTP [c],ok
MAR08453,2.0 dCDP [n] <=> dCMP [n] + dCTP [n],ok
MAR08454,dADP [c] + dCDP [c] <=> dATP [c] + dCMP [c],ok
MAR08455,dADP [n] + dCDP [n] <=> dATP [n] + dCMP [n],ok
MAR08456,dCDP [c] + UDP [c] <=> dCMP [c] + UTP [c],ok
MAR08457,dCDP [n] + UDP [n] <=> dCMP [n] + UTP [n],ok
MAR08458,ADP [n] + CDP [n] <=> ATP [n] + CMP [n],ok
MAR08459,ADP [n] + dCDP [n] <=> ATP [n] + dCMP [n],ok
MAR08460,CDP [n] + dCDP [n] <=> CTP [n] + dCMP [n],ok
MAR08461,dCDP [c] + GDP [c] <=> dCMP [c] + GTP [c],ok
MAR08462,dCDP [n] + GDP [n] <=> dCMP [n] + GTP [n],ok
MAR08463,CDP [c] + dCDP [c] <=> CTP [c] + dCMP [c],ok
MAR08464,CDP [n] + GDP [n] <=> CMP [n] + GTP [n],ok
MAR08465,2.0 CDP [c] <=> CMP [c] + CTP [c],ok
MAR08466,2.0 CDP [n] <=> CMP [n] + CTP [n],ok
MAR08467,CDP [c] + UDP [c] <=> CMP [c] + UTP [c],ok
MAR08468,CDP [n] + UDP [n] <=> CMP [n] + UTP [n],ok
MAR08469,CDP [c] + dADP [c] <=> CMP [c] + dATP [c],ok
MAR08470,CDP [n] + dADP [n] <=> CMP [n] + dATP [n],ok
MAR08471,CDP [c] + dCDP [c] <=> CMP [c] + dCTP [c],ok
MAR08472,CDP [n] + dCDP [n] <=> CMP [n] + dCTP [n],ok
MAR08473,deoxyadenosine [e] + H2O [e] --> deoxyinosine [e] + NH3 [e],ok
MAR08474,ATP [e] + 2.0 H2O [e] --> AMP [e] + 2.0 H+ [e] + 2.0 Pi [e],ok
MAR08477,ADP [m] + dCMP [m] + H+ [m] <=> ATP [m] + deoxycytidine [m],ok
MAR08478,ADP [n] + dCMP [n] + H+ [n] <=> ATP [n] + deoxycytidine [n],ok
MAR08479,dCMP [n] + H+ [n] + UDP [n] <=> deoxycytidine [n] + UTP [n],ok
MAR08480,deoxycytidine [n] + H2O [n] --> deoxyuridine [n] + NH3 [n],ok
MAR08481,dADP [m] + dGDP [m] <=> dATP [m] + dGMP [m],ok
MAR08482,H+ [m] + NADPH [m] + oxidized thioredoxin [m] --> NADP+ [m] + thioredoxin [m],ok
MAR08483,dUTP [n] + H2O [n] --> dUMP [n] + H+ [n] + PPi [n],ok
MAR08484,ATP [m] + inosine [m] --> ADP [m] + H+ [m] + IMP [m],always blocked
MAR08485,H2O [g] + UDP [g] --> H+ [g] + Pi [g] + UMP [g],ok
MAR08486,adenosine [c] + Pi [c] <=> adenine [c] + ribose-1-phosphate [c],ok
MAR08487,H2O [e] + UMP [e] --> Pi [e] + uridine [e],ok
MAR08488,H2O [c] + XTP [c] --> H+ [c] + PPi [c] + xanthosine-5-phosphate [c],ok
MAR08489,H2O [c] + ITP [c] --> H+ [c] + IMP [c] + PPi [c],always blocked
MAR08493,dCMP [l] + H2O [l] --> deoxycytidine [l] + Pi [l],always blocked
MAR08494,dAMP [l] + H2O [l] --> deoxyadenosine [l] + Pi [l],always blocked
MAR08495,dGMP [l] + H2O [l] --> deoxyguanosine [l] + Pi [l],always blocked
MAR03802,AKG [m] + 2.0 H+ [m] + NADH [m] + NH3 [m] <=> glutamate [m] + H2O [m] + NAD+ [m],ok
MAR03804,AKG [m] + 2.0 H+ [m] + NADPH [m] + NH3 [m] <=> glutamate [m] + H2O [m] + NADP+ [m],ok
MAR03811,aspartate [c] + ATP [c] + citrulline [c] --> AMP [c] + argininosuccinate [c] + H+ [c] + PPi [c],ok
MAR03813,arginine [c] + fumarate [c] <=> argininosuccinate [c],ok
MAR03822,1-pyrroline-5-carboxylate [m] + 2.0 H2O [m] + NAD+ [m] --> glutamate [m] + H+ [m] + NADH [m],ok
MAR03827,AKG [m] + aspartate [m] <=> glutamate [m] + OAA [m],ok
MAR03829,AKG [c] + aspartate [c] <=> glutamate [c] + OAA [c],ok
MAR03831,aspartate [c] --> fumarate [c] + H+ [c] + NH3 [c],ok
MAR03862,asparagine [m] + H2O [m] --> aspartate [m] + H+ [m] + NH3 [m],ok
MAR03865,3-sulfinoalanine [m] + AKG [m] + H+ [m] --> 3-sulfinylpyruvic acid [m] + glutamate [m],ok
MAR03870,GSSG [m] + H+ [m] + NADPH [m] --> 2.0 GSH [m] + NADP+ [m],ok
MAR03873,2.0 ATP [m] + CO2 [m] + H2O [m] + NH3 [m] --> 2.0 ADP [m] + carbamoyl-phosphate [m] + 2.0 H+ [m] + Pi [m],ok
MAR08654,2.0 ATP [m] + HCO3- [m] + NH3 [m] --> 2.0 ADP [m] + carbamoyl-phosphate [m] + H+ [m] + Pi [m],ok
MAR03890,ATP [c] + glutamate [c] + NH3 [c] --> ADP [c] + glutamine [c] + Pi [c],ok
MAR03892,glutamine [m] + H2O [m] --> glutamate [m] + H+ [m] + NH3 [m],ok
MAR09802,glutamine [c] + H2O [c] --> glutamate [c] + H+ [c] + NH3 [c],ok
MAR03899,AKG [c] + alanine [c] <=> glutamate [c] + pyruvate [c],ok
MAR03903,aspartate [c] + ATP [c] + glutamine [c] + H2O [c] --> AMP [c] + asparagine [c] + glutamate [c] + H+ [c] + PPi [c],ok
MAR04109,AKG [m] + alanine [m] <=> glutamate [m] + pyruvate [m],ok
MAR04114,2-oxoglutaramate [c] + H2O [c] --> AKG [c] + H+ [c] + NH3 [c],ok
MAR04115,2-oxoglutaramate [m] + H2O [m] --> AKG [m] + H+ [m] + NH3 [m],ok
MAR04118,GSSG [c] + H+ [c] + NADPH [c] --> 2.0 GSH [c] + NADP+ [c],ok
MAR04172,asparagine [c] + H2O [c] --> aspartate [c] + H+ [c] + NH3 [c],ok
MAR04196,glutamine [c] + pyruvate [c] --> 2-oxoglutaramate [c] + alanine [c],ok
MAR04197,glutamine [m] + pyruvate [m] --> 2-oxoglutaramate [m] + alanine [m],ok
MAR04287,H2O [m] + NADP+ [m] + succinate semialdehyde [m] --> 2.0 H+ [m] + NADPH [m] + succinate [m],ok
MAR04690,glutamate [c] + H+ [c] --> 4-aminobutyrate [c] + CO2 [c],ok
MAR04693,4-aminobutyrate [m] + AKG [m] <=> glutamate [m] + succinate semialdehyde [m],ok
MAR06780,AKG [m] + tyrosine [m] --> 4-hydroxyphenylpyruvate [m] + glutamate [m],ok
MAR06968,CoA [m] + H+ [m] + N-acetyl-L-asparagine [m] <=> acetyl-CoA [m] + asparagine [m],always blocked
MAR06969,H2O [c] + N-acetyl-L-asparagine [c] <=> acetate [c] + asparagine [c],ok
MAR06970,(S)-2-aminobutanoate [c] + AKG [c] <=> 2-oxobutyrate [c] + glutamate [c],ok
MAR06971,(S)-2-aminobutanoate [c] + 5-oxoproline [c] <=> gamma-L-glutamyl-L-alpha-aminobutyrate [c],always blocked
MAR06972,5-oxoproline [c] + GSH [c] <=> gamma-glutamylglutathione [c],always blocked
MAR07641,D-aspartate [x] + H2O [x] + O2 [x] --> H+ [x] + H2O2 [x] + NH3 [x] + OAA [x],always blocked
MAR07642,D-alanine [c] <=> alanine [c],ok
MAR08626,acetyl-CoA [m] + aspartate [m] --> CoA [m] + H+ [m] + N-acetyl-L-aspartate [m],ok
MAR08628,H2O [c] + N-acetyl-L-aspartate [c] --> acetate [c] + aspartate [c],ok
MAR03806,glutamate [m] + 2.0 H+ [m] + NADH [m] <=> H2O [m] + L-glutamate 5-semialdehyde [m] + NAD+ [m],ok
MAR03807,AKG [m] + ornithine [m] <=> glutamate [m] + L-glutamate 5-semialdehyde [m],ok
MAR03809,citrulline [m] + H+ [m] + Pi [m] <=> carbamoyl-phosphate [m] + ornithine [m],ok
MAR03816,arginine [c] + H2O [c] --> ornithine [c] + urea [c],ok
MAR03819,1-pyrroline-5-carboxylate [c] + H+ [c] + H2O [c] <=> L-glutamate 5-semialdehyde [c],ok
MAR03820,1-pyrroline-5-carboxylate [m] + H+ [m] + H2O [m] <=> L-glutamate 5-semialdehyde [m],ok
MAR03832,arginine [c] + H2O [c] --> citrulline [c] + H+ [c] + NH3 [c],ok
MAR03833,1-pyrroline-5-carboxylate [c] + 2.0 H+ [c] + NADPH [c] --> NADP+ [c] + proline [c],ok
MAR03835,1-pyrroline-5-carboxylate [c] + 2.0 H+ [c] + NADH [c] --> NAD+ [c] + proline [c],ok
MAR03837,1-pyrroline-5-carboxylate [m] + 2.0 H+ [m] + NADH [m] --> NAD+ [m] + proline [m],ok
